0,0.5,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/hatchet/src/core/Factory.js
0,0.2,../JSNice/model-reg/evaldata/data/benoit_bar/jscop/src/jscop/core/array.js
0,1.0,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/lib/dojo/dnd/common.js
0,0.238095238095,../JSNice/model-reg/evaldata/data/troyjfarrell/funnyboatjs/FunnyBoatJS/scripts/menus.js
4,1.0,../JSNice/model-reg/evaldata/data/digulla/ts-html/development-bundle/ui/i18n/jquery.ui.datepicker-sv.js
0,0.0,../JSNice/model-reg/evaldata/data/benoit_bar/jscop/src/jscop/core/string.js
0,0.0,../JSNice/model-reg/evaldata/data/fbennett/citeproc-js/tests/citeproc-js/bibpaging.js
0,0.333333333333,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/src/javascript/widgets/text_editor/toolbar/yk_justifiedleft_button.js
0,0.166666666667,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/invaders/src/entity/Rocket.js
4,1.0,../JSNice/model-reg/evaldata/data/geishastudios/chaiselounge/vendor/couchapp/lib/code.js
0,0.5,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/lib/dojo/tests/regexp.js
6,0.25,../JSNice/model-reg/evaldata/data/benoit_bar/jscop/misc/lib/jsdoc-toolkit/app/test/augments.js
16,1.0,../JSNice/model-reg/evaldata/data/jawa/chess/node_modules/socket.io/benchmarks/runner.js
1,1.0,../JSNice/model-reg/evaldata/data/mylabs/archive_yoolkui-backup/lib/jsdoc-toolkit/app/frame/Link.js
0,0.0625,../JSNice/model-reg/evaldata/data/fbennett/citeproc-js/src/util_date.js
0,0.0,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/src/javascript/widgets/treeview/yk_tree_node_builder_load_more.js
79,1.0,../JSNice/model-reg/evaldata/data/jawa/chess/node_modules/jade/node_modules/mkdirp/test/rel.js
0,0.20993227991,../JSNice/model-reg/evaldata/data/ant512/canvasui/canvasui.js
0,0.4,../JSNice/model-reg/evaldata/data/mylabs/archive_yoolkui-backup/src/javascript/widgets/clipboard/yk_clipboard.js
0,0.0,../JSNice/model-reg/evaldata/data/masklinn/py.js/test/helpers/args.js
0,0.0,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/tests/acceptance_tests/justified_label/signals.js
0,0.666666666667,../JSNice/model-reg/evaldata/data/kiswa/kilo/src/input.js
0,0.258064516129,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/src/javascript/widgets/text_editor/toolbar/yk_editor_toolbar.js
0,0.1,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/src/javascript/effect/yk_animator.js
0,0.0,../JSNice/model-reg/evaldata/data/jdpalmer/juliet/src/cli.js
0,0.0,../JSNice/model-reg/evaldata/data/mylabs/archive_yoolkui-backup/src/javascript/widgets/window_base/panel/yk_state_panel_maximized.js
0,0.793103448276,../JSNice/model-reg/evaldata/data/strabs/atemi/_base/array.js
0,0.0,../JSNice/model-reg/evaldata/data/mylabs/archive_yoolkui-backup/src/javascript/widgets/window_base/window/yk_state_window_closed.js
4,1.0,../JSNice/model-reg/evaldata/data/digulla/ts-html/development-bundle/ui/i18n/jquery.ui.datepicker-ro.js
1,0.171428571429,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/lib/dojox/encoding/tests/compression/colors2.js
0,0.0,../JSNice/model-reg/evaldata/data/kiswa/kilo/src/sound.js
0,0.958904109589,../JSNice/model-reg/evaldata/data/Crisu83/invaders/js/lib/util/less/functions.js
0,0.0606060606061,../JSNice/model-reg/evaldata/data/fbennett/citeproc-js/tests/citeproc-js/stack.js
0,0.166666666667,../JSNice/model-reg/evaldata/data/jmcardle/kt/src/html/javascript/guilib/kImage.js
0,0.666666666667,../JSNice/model-reg/evaldata/data/ayanami/three.js.git/examples/obj/Bird.js
25,0.9,../JSNice/model-reg/evaldata/data/jawa/chess/node_modules/express/node_modules/connect/lib/middleware/session/memory.js
1,0.978260869565,../JSNice/model-reg/evaldata/data/adron/kata-coding-in-javascript/qunit/qunit.js
0,0.0,../JSNice/model-reg/evaldata/data/masklinn/py.js/test/parser.js
0,0.990384615385,../JSNice/model-reg/evaldata/data/mylabs/archive_yoolkui-backup/tests/acceptance_tests/sh_hili/javascript/sh_main.js
0,0.333333333333,../JSNice/model-reg/evaldata/data/mylabs/yoolkui/src/javascript/widgets/text_editor/toolbar/yk_underline_button.js
